place_overall,place_gender,sex,name,bib,division,half_split,finish
Place Overall,Place Gender,M,,BIB,Division,HALF,Finish
398,346,M,"Reilly, Shane (USA)",5100,25-29,01:22:40,02:53:22
399,347,M,"Vazquez, David (ECU)",1172,30-34,01:23:05,02:53:22
400,348,M,"Chavez, Alberto (MEX)",2107,35-39,01:25:11,02:53:23
402,349,M,"Arnold, Joe (USA)",8145,30-34,01:23:03,02:53:24
403,350,M,"Heider, Mark (USA)",9260,40-44,01:24:03,02:53:25
404,351,M,"Holland, Derek (USA)",5083,40-44,01:26:04,02:53:26
406,352,M,"Zamora Riano, Camilo (COL)",1134,30-34,01:23:48,02:53:32
407,353,M,"Carlton, Zach (USA)",9061,25-29,01:24:09,02:53:32
408,354,M,"Boehmer, Michael (USA)",4090,40-44,01:24:40,02:53:36
409,355,M,"Valencia, Felipe (USA)",7021,30-34,01:27:30,02:53:36
410,356,M,"Gasparrini, William (USA)",8116,20-24,01:25:31,02:53:37
411,357,M,"Jacob, Chapin (USA)",9117,35-39,01:23:44,02:53:38
412,358,M,"Donato, Dan (USA)",7059,40-44,01:23:45,02:53:38
413,359,M,"Watson, Christian (USA)",4059,25-29,01:28:23,02:53:38
414,360,M,"Beckerman, Matthew (USA)",7505,20-24,01:27:41,02:53:38
415,361,M,"Oleksy, Jakub (USA)",9148,40-44,01:26:41,02:53:40
416,362,M,"Gabriele, Tyler (USA)",9131,25-29,01:23:28,02:53:45
417,363,M,"Schrantz, William (USA)",653,25-29,01:16:57,02:53:45
418,364,M,"Delzer, Ronnie (USA)",9039,40-44,01:26:04,02:53:46
419,365,M,"Pretorius, Marthinus (RSA)",1086,30-34,01:26:02,02:53:49
420,366,M,"Pan, Xufeng (USA)",6192,25-29,01:23:34,02:53:49
421,367,M,"Franklin, Colin (USA)",5029,30-34,01:20:14,02:53:49
422,368,M,"Esquenazi, Gabriel (USA)",8052,30-34,01:26:48,02:53:51
423,369,M,"Mulc, Tommy (USA)",30014,25-29,01:25:44,02:53:51
425,370,M,"Duchi, Angel (ECU)",5014,40-44,01:18:31,02:53:56
427,371,M,"Mitrevski, Igor (USA)",7284,40-44,01:25:36,02:53:59
429,372,M,"Woltjer, Joey (USA)",4172,30-34,01:22:06,02:54:05
430,373,M,"Kalinin, Andrey (RUS)",2346,40-44,01:21:36,02:54:09
431,374,M,"Gasparrini, Andrew (USA)",4071,25-29,01:26:00,02:54:09
432,375,M,"Acosta, Joshua (USA)",10505,30-34,01:24:28,02:54:10
433,376,M,"Grisi, Guilherme (BRA)",1479,25-29,01:27:20,02:54:11
434,377,M,"Ono, Hiroyuki (USA)",8095,35-39,01:21:34,02:54:14
435,378,M,"Frandsen, Rasmus (DEN)",6115,30-34,01:21:46,02:54:15
436,379,M,"Hurtado, Art (USA)",4141,35-39,01:23:56,02:54:18
437,380,M,"Zelaya, Harold (HON)",10162,40-44,01:26:13,02:54:21
438,381,M,"Miles, William (USA)",6089,45-49,01:29:21,02:54:21
439,382,M,"Brennan, Cormac (IRL)",1103,35-39,01:24:57,02:54:21
440,383,M,"Arpin, Brett (USA)",3187,30-34,01:21:52,02:54:24
441,384,M,"Newstat, Stu (USA)",596,30-34,01:18:07,02:54:24
442,385,M,"Signori, David (PER)",2323,35-39,01:24:35,02:54:28
443,386,M,"Rawot, Brandon (USA)",5103,35-39,01:23:49,02:54:29
444,387,M,"Gonzalez-Lara, Rodrigo (CAN)",1096,40-44,01:26:18,02:54:31
446,388,M,"Noone, Nicholas (USA)",597,25-29,01:22:59,02:54:32
448,389,M,"Doland, Jason (USA)",469,50-54,01:22:20,02:54:33
449,390,M,"Niendorf, John (USA)",5138,25-29,01:23:09,02:54:33
450,391,M,"McAsey, Joe (USA)",10173,25-29,01:26:47,02:54:36
451,392,M,"Varandani, Himanshu (USA)",4033,40-44,01:23:24,02:54:37
452,393,M,"Jandette, Erick (MEX)",2104,35-39,01:26:06,02:54:37
453,394,M,"Bowden, Marquis (USA)",4078,30-34,01:20:20,02:54:37
454,395,M,"Anderson, Michael (USA)",28095,20-24,01:25:35,02:54:39
455,396,M,"Paez, Juan (COL)",1137,35-39,01:25:19,02:54:42
456,397,M,"Wulftange, Michael (USA)",12011,25-29,01:27:33,02:54:42
457,398,M,"Hsu, Li-Chieh (TWN)",9056,30-34,01:27:36,02:54:45
458,399,M,"Thomas, Adam (USA)",7459,40-44,01:21:36,02:54:48
460,400,M,"Hiruma, Takaharu (JPN)",4170,30-34,01:25:49,02:54:52
461,401,M,"McLaughlin, Daniel (USA)",5003,35-39,,02:54:53
462,402,M,"Cameron, Justin (USA)",4024,30-34,01:18:48,02:54:55
463,403,M,"Baer, Frank (USA)",14144,25-29,01:24:54,02:54:56
464,404,M,"Rosas, Jose (MEX)",2302,35-39,01:24:42,02:54:59
466,405,M,"Solorza, Ruben (USA)",9134,25-29,01:18:08,02:55:01
467,406,M,"Shumaker, Glen (USA)",4079,25-29,01:22:38,02:55:02
468,407,M,"Fenwick, William (USA)",3198,30-34,01:28:15,02:55:02
469,408,M,"Bryan, Andrew (USA)",7003,25-29,01:26:00,02:55:03
470,409,M,"Heifetz, Ilan (USA)",4361,40-44,01:28:01,02:55:03
472,410,M,"Frankland, Gary (CAN)",4139,45-49,01:26:36,02:55:08
473,411,M,"McMillen, Michael (GBR)",4171,30-34,01:18:24,02:55:08
474,412,M,"Walsh, Mark (USA)",7038,50-54,01:22:38,02:55:11
475,413,M,"Fulton, Ben (USA)",23103,30-34,01:19:22,02:55:12
477,414,M,"Dague, Ryan (USA)",9063,35-39,01:27:49,02:55:14
479,415,M,"Rios, Duvan (USA)",7020,20-24,01:24:03,02:55:19
480,416,M,"Ariza Alfonso, Juan Carlos (COL)",1350,40-44,01:24:59,02:55:19
481,417,M,"Castonguay, John (USA)",7145,30-34,01:23:46,02:55:22
482,418,M,"Holt, James (USA)",8015,30-34,01:27:33,02:55:24
483,419,M,"Kuhn, Dominik (GER)",5135,25-29,01:26:47,02:55:24
484,420,M,"Skillicorn, Jason (CAN)",662,45-49,01:19:21,02:55:25
485,421,M,"Trotsky, Alexander (USA)",6062,30-34,01:26:31,02:55:26
486,422,M,"Gutwein, Max (USA)",19012,20-24,,02:55:27
487,423,M,"Salisbury, Stephen (USA)",4168,35-39,01:22:17,02:55:28
488,424,M,"Ehinger, Joshua (USA)",5130,25-29,01:21:39,02:55:31
489,425,M,"Del Vecchio, Renato (ECU)",7080,35-39,01:22:49,02:55:31
490,426,M,"Abdi, Omar (USA)",401,25-29,01:13:15,02:55:31
491,427,M,"Quesada, Jason (USA)",7015,45-49,01:28:21,02:55:32
492,428,M,"Koch, Michael (USA)",7037,40-44,01:25:40,02:55:35
493,429,M,"Montesinos Rocha, Daniel (MEX)",2091,35-39,01:26:13,02:55:37
494,430,M,"Radloff, Rex (USA)",7058,30-34,01:23:50,02:55:37
495,431,M,"Opazo, Francisco (CHI)",1106,40-44,01:26:24,02:55:37
496,432,M,"Daggett, Will (USA)",5577,25-29,01:23:50,02:55:39
497,433,M,"Lee, Brent (USA)",6130,30-34,01:27:46,02:55:39
498,434,M,"Sowa, John (USA)",9118,30-34,01:24:48,02:55:39
499,435,M,"Kanyshchev, Sergiy (USA)",10097,35-39,01:27:36,02:55:40
500,436,M,"Murphy, Cody (USA)",4101,20-24,01:23:52,02:55:42
501,437,M,"Parra, Gonzalo (MEX)",36,25-29,01:11:35,02:55:42
503,438,M,"Burgoa, Jose (MEX)",10087,35-39,01:26:59,02:55:46
504,439,M,"Miller, Matt (USA)",5066,30-34,01:26:46,02:55:47
505,440,M,"Saunders, Benjamin (USA)",10164,45-49,01:25:50,02:55:49
506,441,M,"Grocholski, Joseph (USA)",8332,25-29,01:21:33,02:55:49
507,442,M,"Schmidt, Steve (USA)",5304,60-64,01:27:40,02:55:52
508,443,M,"Cook, Thomas (USA)",4015,35-39,01:23:05,02:55:53
509,444,M,"Stressler, Bryan (USA)",12229,25-29,01:28:39,02:55:56
510,445,M,"Van der Lans, Vincent (NED)",7192,40-44,01:21:06,02:55:57
512,446,M,"Fair, Christopher (USA)",6533,30-34,01:26:08,02:56:01
514,447,M,"Busse, Will (USA)",6024,40-44,01:26:46,02:56:04
515,448,M,"Newberry, Adam (USA)",9225,35-39,01:26:01,02:56:04
516,449,M,"Jacob, Simeon (USA)",6483,30-34,01:26:37,02:56:05
517,450,M,"Ick, Isaac (USA)",6165,20-24,01:27:23,02:56:08
518,451,M,"Hopf, Evan (USA)",3325,25-29,01:27:18,02:56:08
519,452,M,"Estrada, Sergio (USA)",6193,30-34,01:24:09,02:56:09
520,453,M,"Kruse, Peter (USA)",5157,30-34,01:24:45,02:56:14
521,454,M,"Oliveira, Fabio (BRA)",9325,40-44,01:27:35,02:56:15
523,455,M,"Cornejo, Marco (CHI)",11157,45-49,01:25:45,02:56:19
524,456,M,"Johnson, Drew (USA)",532,25-29,01:23:21,02:56:21
525,457,M,"Ogden, Daniel (AUS)",12035,30-34,01:23:33,02:56:22
526,458,M,"Wagoner, Brandon (USA)",11185,25-29,01:28:22,02:56:22
527,459,M,"Volkl, Kevin (USA)",32028,25-29,01:25:42,02:56:25
528,460,M,"Vitullo, Tyler (USA)",5111,30-34,01:24:03,02:56:25
529,461,M,"De La Garza, Alberto (USA)",4250,30-34,01:26:24,02:56:29
530,462,M,"Miyatov, Bolat (KAZ)",2342,35-39,01:28:27,02:56:30
531,463,M,"Mulroy, Sean (USA)",5044,25-29,01:24:43,02:56:30
532,464,M,"Parsons, David (USA)",6124,30-34,01:26:35,02:56:32
533,465,M,"Flores, Crescensiano (MEX)",9150,40-44,01:26:25,02:56:34
534,466,M,"Ouyang, Kevin (USA)",4151,30-34,01:24:53,02:56:35
535,467,M,"Zerrei, Mohamed (MAR)",2123,45-49,01:27:09,02:56:37
536,468,M,"Rourke, Sam (USA)",6353,25-29,01:27:50,02:56:39
537,469,M,"Moenck, Nathan (USA)",6025,35-39,01:20:43,02:56:40
538,470,M,"Gomez sanchez, Carlos Fernando (MEX)",1139,30-34,01:24:52,02:56:42
539,471,M,"Fernandez Alfaro, Luis (CRC)",10023,30-34,01:27:33,02:56:44
540,472,M,"Thong, Alan (USA)",8175,35-39,01:27:33,02:56:45
541,473,M,"Allen, Christopher (USA)",6348,45-49,01:28:48,02:56:47
543,474,M,"Reiss, Alec (USA)",3360,20-24,01:28:40,02:56:49
544,475,M,"Vazquez Sanchez, Benjamin (MEX)",2111,35-39,01:22:56,02:56:51
545,476,M,"Floyd, Christian (USA)",7125,25-29,01:24:34,02:56:51
546,477,M,"Hamon, Patrick (USA)",7144,25-29,01:29:26,02:56:53
547,478,M,"Shearer, Matthew (USA)",6056,35-39,01:25:09,02:56:54
549,479,M,"Hurtado, Victor (USA)",8184,40-44,01:26:49,02:56:56
550,480,M,"Ruiz-Herrera Hernandez, Jose (ESP)",3316,30-34,01:27:06,02:56:56
551,481,M,"Ramos, Javier (GUA)",2022,25-29,01:26:18,02:57:01
552,482,M,"Njue, Sam (USA)",8310,35-39,01:25:44,02:57:06
553,483,M,"Perez, Miguel (USA)",6074,45-49,01:27:56,02:57:06
554,484,M,"Pratt, Andrew (USA)",5043,25-29,01:25:42,02:57:07
555,485,M,"Keepers, Jacob (USA)",15133,30-34,01:29:25,02:57:08
556,486,M,"Greszler, Timothy (USA)",505,40-44,01:22:27,02:57:11
557,487,M,"Smith, Ned (USA)",6129,30-34,01:28:53,02:57:11
559,488,M,"Finkenbinder, Karl (USA)",4094,40-44,01:24:46,02:57:15
560,489,M,"Gordon, Daniel (USA)",3174,25-29,01:26:57,02:57:15
561,490,M,"Schmalz, Fredrick (USA)",5057,50-54,01:23:47,02:57:17
562,491,M,"On, Kevin (USA)",5021,25-29,01:27:31,02:57:17
563,492,M,"Salazar, Moises (DOM)",9177,35-39,01:25:29,02:57:20
564,493,M,"Wedge, Ben (CAN)",1098,30-34,01:23:41,02:57:20
564,493,M,"Strickland, William (USA)",10407,25-29,01:24:59,02:57:20
566,495,M,"Sheeran, Ryan (USA)",5186,25-29,01:24:06,02:57:21
567,496,M,"Cardoze, Rodrigo (PAN)",10022,40-44,01:26:52,02:57:22
568,497,M,"Savage, Scott (USA)",6149,25-29,01:24:26,02:57:22
569,498,M,"Klotz, Adam (USA)",6357,30-34,01:26:57,02:57:23
570,499,M,"Daniels, Andrew (USA)",5154,25-29,01:23:34,02:57:27
571,500,M,"Cabel, Matthew (USA)",437,25-29,01:26:47,02:57:30
572,501,M,"Nagaraj, Pratheek (USA)",5382,25-29,01:25:51,02:57:32
573,502,M,"Saavedra, Rodrigo (CHI)",1115,30-34,01:27:55,02:57:32
574,503,M,"Holewinski, Anthony (USA)",7294,30-34,01:27:45,02:57:34
575,504,M,"Bacigalupo, Gerardo (PER)",9162,35-39,01:28:08,02:57:35
577,505,M,"McElroy, John (USA)",572,45-49,01:21:57,02:57:37
578,506,M,"Brown, Cameron (USA)",4019,40-44,01:26:03,02:57:41
580,507,M,"Garcia Ramos, Victor (MEX)",2121,35-39,01:27:53,02:57:45
581,508,M,"Mazza, Thomas (USA)",9206,20-24,01:26:13,02:57:47
582,509,M,"Monnier, Steve (USA)",4161,40-44,01:20:32,02:57:49
583,510,M,"Wawryko, Paul (CAN)",19161,35-39,01:26:28,02:57:49
584,511,M,"Lebed, Evgeny (RUS)",3582,35-39,01:24:36,02:57:50
585,512,M,"Kong, Jaime (PER)",3539,35-39,01:29:01,02:57:52
586,513,M,"Kinsey, Jonathan (USA)",5238,30-34,01:29:25,02:57:52
587,514,M,"Lynch, Michael (GBR)",4076,30-34,01:25:53,02:57:52
588,515,M,"Koch, Ethan (USA)",12055,25-29,01:21:38,02:57:54
589,516,M,"Scheinholtz, Eli (USA)",7376,25-29,01:29:06,02:57:55
590,517,M,"Bertrand, Nick (USA)",4169,25-29,01:28:32,02:57:55
591,518,M,"Zelwin, Michael (USA)",7189,30-34,01:21:54,02:57:56
592,519,M,"Noble, Timothy (USA)",6223,30-34,01:24:25,02:57:58
593,520,M,"Winter, Robert (USA)",26050,20-24,01:28:01,02:57:58
594,521,M,"Bouillon, Jean-Baptiste (FRA)",9412,30-34,01:26:13,02:57:58
595,522,M,"Yeazell, Mark (USA)",4083,40-44,01:24:33,02:58:00
596,523,M,"Ubilla, Dan (USA)",4238,35-39,01:28:52,02:58:01
597,524,M,"Marek, Michal (USA)",12020,30-34,01:28:11,02:58:02
598,525,M,"Pedraza, Leonardo (MEX)",2303,30-34,01:28:55,02:58:03
599,526,M,"Neff, Daniel (USA)",6282,50-54,01:28:19,02:58:08
601,527,M,"Glidewell, Jay (USA)",9075,25-29,01:29:57,02:58:12
603,528,M,"Meagher, Patrick (USA)",5281,35-39,01:25:52,02:58:17
604,529,M,"Bush, Matthew (USA)",5400,30-34,01:28:18,02:58:23
605,530,M,"Degn, Jason (USA)",4274,40-44,01:28:47,02:58:23
607,531,M,"Munnelly, Samuel (USA)",7005,20-24,01:21:50,02:58:25
608,532,M,"Cordone, Pierpaolo (ITA)",9065,30-34,01:30:11,02:58:26
609,533,M,"Delaunay, Pierre-yves (USA)",8192,35-39,01:27:51,02:58:27
610,534,M,"Albanese, Carson (USA)",6140,30-34,01:29:13,02:58:29
611,535,M,"Burns, Garrett (USA)",5104,30-34,01:28:24,02:58:30
612,536,M,"Holley, Jon (USA)",8022,35-39,01:27:52,02:58:32
613,537,M,"Anderson, Steven (USA)",8036,30-34,01:26:29,02:58:35
614,538,M,"Lazzara, Mark (USA)",12188,35-39,01:28:16,02:58:36
615,539,M,"Prochaska, Zachary (USA)",6065,30-34,01:29:04,02:58:37
616,540,M,"Cadena, Luis (COL)",20013,30-34,01:27:58,02:58:37
617,541,M,"Demaree, Samuel (USA)",12046,25-29,01:27:18,02:58:37
618,542,M,"Prochaska, Ian (USA)",6066,30-34,01:29:04,02:58:37
619,543,M,"Vergara, Felipe (CHI)",1109,35-39,01:25:03,02:58:37
620,544,M,"Dogan, Ozgur (USA)",9014,40-44,01:29:17,02:58:37
622,545,M,"Bush, Jeremy (USA)",9147,40-44,01:28:38,02:58:39
623,546,M,"Grannis, Matthew (USA)",9146,40-44,01:28:38,02:58:39
624,547,M,"O'Reilly, Sean (USA)",10226,30-34,01:28:53,02:58:41
625,548,M,"Jara, Carlos (PER)",3541,30-34,01:24:49,02:58:41
626,549,M,"Iacovone, Dustin (USA)",5327,30-34,01:27:13,02:58:43
628,550,M,"Masefield, Luke (GBR)",12037,25-29,01:23:20,02:58:44
629,551,M,"Griffin, David (USA)",7349,30-34,01:26:12,02:58:45
631,552,M,"Feamster, Nick (USA)",5085,40-44,01:28:26,02:58:48
632,553,M,"Rashatasakhon, Paitoon (THA)",2399,45-49,01:29:32,02:58:48
634,554,M,"Lentini, Vito (USA)",12173,25-29,01:30:07,02:58:49
636,555,M,"Zhao, Yongping (CHN)",6046,50-54,01:24:12,02:58:51
637,556,M,"Smith, Riley (USA)",5156,25-29,01:28:06,02:58:54
638,557,M,"Ziluca, Daniel (USA)",1003,35-39,01:22:15,02:58:54
640,558,M,"Xiao, Baitao (CHN)",5583,35-39,01:28:56,02:58:56
641,559,M,"Becker, John (USA)",4048,40-44,01:25:35,02:58:58
642,560,M,"Agudelo, Juan (COL)",1143,35-39,01:27:37,02:58:58
643,561,M,"Noll, Troy (USA)",5461,35-39,01:28:57,02:58:59
644,562,M,"Kwiecinski, Ryan (USA)",4181,45-49,01:26:58,02:58:59
645,563,M,"Hinojosa, Santiago (MEX)",16456,35-39,01:29:40,02:58:59
646,564,M,"Suberbielle, Stormy (USA)",3341,45-49,01:29:20,02:58:59
647,565,M,"Peck, Michael (GBR)",8292,40-44,01:29:04,02:59:01
648,566,M,"Smith, Ryan (USA)",7412,35-39,01:29:11,02:59:01
649,567,M,"Forde, Tyler (USA)",3176,25-29,01:29:46,02:59:02
650,568,M,"Minnella, Daniel (USA)",7106,35-39,01:25:34,02:59:03
651,569,M,"Lisenby, Colin (USA)",9337,30-34,01:28:05,02:59:04
652,570,M,"Quiroga, Pablo (MEX)",10017,40-44,01:28:58,02:59:05
653,571,M,"Leu, Henry (USA)",6117,30-34,01:29:26,02:59:05
654,572,M,"Jovic, Nemanja (SRB)",2195,35-39,01:29:29,02:59:05
655,573,M,"Rickey, Carson (USA)",8166,30-34,01:25:42,02:59:06
657,574,M,"Heiniger, Drew (USA)",6258,30-34,01:27:37,02:59:13
658,575,M,"Norman, Elliot (USA)",8019,35-39,01:23:46,02:59:14
659,576,M,"Correa, David (COL)",2410,35-39,01:29:10,02:59:14
660,577,M,"Mere, Javier (USA)",10167,35-39,01:29:35,02:59:15
661,578,M,"McDonald, Cristian (USA)",9084,20-24,01:26:52,02:59:15
662,579,M,"Zenger, Jeff (USA)",10172,25-29,01:29:35,02:59:15
663,580,M,"Solano, Victor (MEX)",16337,35-39,01:27:17,02:59:16
664,581,M,"Haun, Michael (USA)",1007,35-39,01:29:03,02:59:18
665,582,M,"Welch, Mike (USA)",9313,30-34,01:26:51,02:59:20
666,583,M,"Beberus, Ryan (USA)",4328,30-34,01:29:06,02:59:20
667,584,M,"Lowden, Brett (USA)",8103,20-24,01:24:58,02:59:21
668,585,M,"Wagner, Alex (USA)",5098,25-29,01:22:23,02:59:21
669,586,M,"Amaral, Adrian (USA)",6201,30-34,01:27:01,02:59:22
670,587,M,"Emory, Joseph (USA)",8060,30-34,01:29:25,02:59:22
671,588,M,"Stumpf, Benard (USA)",10179,30-34,01:27:54,02:59:23
673,589,M,"Mi, Kan (USA)",6207,50-54,01:28:22,02:59:24
674,590,M,"Dill, Jeff (CAN)",1081,30-34,01:23:43,02:59:24
675,591,M,"Bravo, Santiago (USA)",3196,35-39,01:26:17,02:59:25
678,592,M,"Cardenas, Dominic (USA)",5131,40-44,01:29:27,02:59:25
679,593,M,"Gabriel, Eric (USA)",6111,30-34,01:28:27,02:59:25
680,594,M,"Brown, Wes (USA)",9247,30-34,01:27:49,02:59:26
681,595,M,"Wade, Joseph (USA)",4402,19 and under,01:27:29,02:59:26
682,596,M,"Weeks, Garren (USA)",6307,30-34,01:29:12,02:59:27
684,597,M,"Alexander, Sloan (USA)",7129,40-44,01:29:49,02:59:29
685,598,M,"Moncada Alvarez, Jonathan (COL)",11165,30-34,01:28:22,02:59:29
686,599,M,"Kongsamut, Woody (USA)",6007,30-34,01:29:18,02:59:30
687,600,M,"Somerfield, Ryan (USA)",9137,25-29,01:27:41,02:59:31
688,601,M,"Su, Yubo (USA)",6139,25-29,01:22:23,02:59:32
689,602,M,"Rankin, Dominic (USA)",9045,25-29,01:27:25,02:59:33
690,603,M,"Dominik, Daniel (USA)",6264,35-39,01:28:56,02:59:33
691,604,M,"Onda, Chikara (USA)",7252,30-34,01:29:08,02:59:33
693,605,M,"Vanderhorst, Johnny (USA)",6195,35-39,01:23:54,02:59:36
694,606,M,"Ebrahem, Mina (EGY)",4105,30-34,01:26:11,02:59:36
695,607,M,"Sarkipato, Andy (USA)",12041,35-39,01:30:16,02:59:37
696,608,M,"Kysiak, Kevin (USA)",5031,35-39,01:24:35,02:59:38
697,609,M,"Edwards, Jonathan (USA)",7581,30-34,01:28:13,02:59:38
698,610,M,"Westrick, Jack (USA)",693,50-54,01:28:03,02:59:38
699,611,M,"Parekh, Anand (USA)",5040,45-49,01:25:05,02:59:39
700,612,M,"Ming, Jason (USA)",11175,40-44,01:29:15,02:59:45
701,613,M,"Carey, Timothy (USA)",5035,40-44,01:29:09,02:59:45
702,614,M,"Keller, Reuben (USA)",6014,40-44,01:26:49,02:59:45
703,615,M,"Wright, Benjamin (USA)",25088,25-29,01:27:18,02:59:45
704,616,M,"Harker, Charles (USA)",9388,20-24,,02:59:46
705,617,M,"Wiltse, Russell (USA)",5492,35-39,01:26:26,02:59:46
706,618,M,"Gonzalez Vidals, Iber (USA)",7146,30-34,01:19:57,02:59:47
707,619,M,"Forde, Martin (USA)",8189,25-29,01:28:35,02:59:53
708,620,M,"Spellman, John (USA)",7018,30-34,01:27:50,02:59:54
709,621,M,"Funk, Matthew (USA)",7183,30-34,01:25:58,02:59:54
710,622,M,"McAleese, Andrew (USA)",35261,25-29,01:30:20,02:59:59
712,623,M,"Sawyer, Cameron (USA)",11170,25-29,01:29:07,03:00:02
713,624,M,"Hernandez, Jose (MEX)",7442,35-39,01:28:50,03:00:02
715,625,M,"Wiley, Robert (USA)",11174,45-49,01:29:16,03:00:05
717,626,M,"Minchoff, Cj (USA)",8073,35-39,01:27:22,03:00:09
718,627,M,"Morakinyo, Akintunde (USA)",5121,55-59,01:29:48,03:00:11
719,628,M,"Bouillot, Yoann (FRA)",12450,30-34,01:29:11,03:00:13
720,629,M,"Dillingham, Chris (USA)",34157,40-44,01:25:50,03:00:16
721,630,M,"Noland, Peter (USA)",12002,20-24,01:27:02,03:00:16
722,631,M,"Shayne, Joseph (USA)",7167,35-39,01:28:16,03:00:17
723,632,M,"Hagopian, Shant (USA)",7512,30-34,01:25:38,03:00:18
724,633,M,"Sanchez, Alejandro (MEX)",10347,20-24,01:28:19,03:00:19
725,634,M,"Sanjuan, Agustin (ARG)",1214,30-34,01:32:06,03:00:21
726,635,M,"Claremon, Steven (USA)",13118,35-39,01:28:15,03:00:21
728,636,M,"Caceres fuenzalida, Javier andres (CHI)",1117,40-44,01:27:00,03:00:23
730,637,M,"Wike, Jacob (USA)",29026,30-34,01:29:33,03:00:25
731,638,M,"Marshall, Andrew (USA)",6156,35-39,01:28:32,03:00:26
732,639,M,"Urdaneta, Andres (VEN)",1140,30-34,01:27:49,03:00:26
733,640,M,"Jarvis, Kevin (USA)",9167,30-34,01:24:58,03:00:27
734,641,M,"Woelkers, Eric (USA)",6247,40-44,01:29:23,03:00:27
735,642,M,"Cira, Frank (USA)",5034,45-49,01:26:26,03:00:28
736,643,M,"Kebede, Binyam (USA)",3178,40-44,01:26:54,03:00:29
737,644,M,"Gutierrez Meneses, Santiago (ECU)",9178,45-49,01:28:47,03:00:30
738,645,M,"Deto, Bret (USA)",8320,35-39,01:26:55,03:00:34
739,646,M,"Morales Zurita, Francisco Javier (MEX)",2106,35-39,01:24:22,03:00:34
740,647,M,"Grooney, Ernest (USA)",6147,40-44,01:28:57,03:00:35
741,648,M,"Kubota, Naoki (JPN)",8457,35-39,01:29:48,03:00:37
742,649,M,"Quintero, Javier (USA)",7019,35-39,01:24:33,03:00:37
743,650,M,"Dueger, Joshua (USA)",8531,40-44,01:30:45,03:00:37
744,651,M,"Turner, Curtis (USA)",6384,35-39,01:33:25,03:00:39
745,652,M,"Hrebeniuk, Oleksandr (UKR)",3058,30-34,01:27:56,03:00:40
747,653,M,"Baldzizhar, Raman (BLR)",6032,35-39,,03:00:41
748,654,M,"Ramirez Simon, Salvador (MEX)",2102,30-34,01:24:06,03:00:42
749,655,M,"Chernyshov, Sergiy (UKR)",4453,40-44,,03:00:45
750,656,M,"Spitz, Jake (USA)",9189,35-39,01:25:16,03:00:46
751,657,M,"Wilkin, Russ (USA)",8254,35-39,01:29:08,03:00:47
752,658,M,"Slangen, Ron (USA)",6279,45-49,01:30:01,03:00:48
753,659,M,"Garcia Alpizar, Ciro (CRC)",1156,30-34,01:27:43,03:00:49
754,660,M,"Saucedo Lara, Bernardo (MEX)",2112,40-44,01:24:20,03:00:49
756,661,M,"Darnaby, Paul (USA)",10005,35-39,01:30:41,03:00:50
757,662,M,"Cychosz, Dan (USA)",4088,30-34,01:29:32,03:00:52
758,663,M,"Gimpel, Timothy (USA)",7483,25-29,01:31:02,03:00:55
759,664,M,"Castano, Angel (COL)",12044,45-49,01:23:53,03:00:55
761,665,M,"Moran, Charles (USA)",9106,25-29,01:25:28,03:00:58
762,666,M,"Yong, Chee Ken (MAS)",7093,25-29,01:26:12,03:01:03
763,667,M,"Campos, Jose (CRC)",1363,35-39,01:26:28,03:01:06
764,668,M,"Quispe, Michael (USA)",4013,55-59,01:26:54,03:01:08
765,669,M,"Toledo, Felipe (COL)",1130,30-34,01:24:22,03:01:13
766,670,M,"Harriman, Mark (USA)",5297,35-39,01:29:12,03:01:14
768,671,M,"Koosis, Aeneas (USA)",4055,25-29,01:30:06,03:01:17
769,672,M,"Velez, Pepe (CHI)",1574,35-39,01:27:51,03:01:17
770,673,M,"Bojczuk, Paul (USA)",6092,45-49,01:29:25,03:01:21
771,674,M,"Lippert, Will (USA)",4164,40-44,01:27:08,03:01:22
773,675,M,"Fiandrino, Nicolas (ARG)",1427,25-29,01:28:02,03:01:30
774,676,M,"Pierson, Kris (USA)",6104,40-44,01:26:04,03:01:34
775,677,M,"Ramos, Marcos (MEX)",2257,35-39,01:28:10,03:01:36
776,678,M,"Miravete M., Eduardo (MEX)",10156,45-49,01:28:41,03:01:47
777,679,M,"Toscano Heredia, Sergio (MEX)",3505,40-44,01:29:37,03:01:50
778,680,M,"Hanson, Peter (USA)",513,40-44,01:25:23,03:01:50
779,681,M,"LaRue, Tom (USA)",8062,30-34,01:28:03,03:01:50
780,682,M,"Hernandez, Jose (GUA)",2512,30-34,01:27:35,03:01:54
781,683,M,"Litsas, Stephen (USA)",5178,30-34,01:25:58,03:01:57
784,684,M,"Bacca, Luis (COL)",2414,35-39,01:29:37,03:02:00
785,685,M,"Wilmes, Scott (USA)",10096,40-44,01:29:21,03:02:02
786,686,M,"Avoian, Adam (USA)",7132,25-29,01:28:16,03:02:02
787,687,M,"Sykes, Peter (USA)",6204,40-44,01:30:59,03:02:03
788,688,M,"Gilmore, David (USA)",7328,25-29,01:35:55,03:02:05
791,689,M,"Ortiz, Joaquin (COL)",1343,25-29,01:29:14,03:02:09
792,690,M,"Finger, Joshua (USA)",9040,45-49,01:27:37,03:02:11
793,691,M,"Moorehead, Nick (USA)",6133,25-29,01:26:19,03:02:12
